target,token num,time,query number,iteration,gpt time,gpt query
clang-22382,76,1287,1461,4,1187,63
clang-22704,45,570,573,3,509,28
clang-23309,128,7183,7095,6,5575,148
clang-23353,75,754,901,2,665,34
clang-25900,121,1096,1670,2,893,36
clang-26760,110,927,497,2,821,35
clang-27747,83,970,1190,3,764,45
gcc-61917,92,934,1029,2,817,37
gcc-65383,63,1370,1506,3,739,39
gcc-71626,46,270,119,2,267,23
