target,token num,time,query number,iteration,gpt time,gpt query
clang-22382,72,2371,1957,3,2185,58
clang-22704,42,404,234,2,369,20
clang-23309,71,4218,4654,3,3658,62
clang-23353,75,824,742,2,753,30
clang-25900,92,3247,3993,6,2699,92
clang-26760,47,885,1128,2,593,26
clang-27747,66,830,1425,2,545,24
gcc-61917,68,1674,1588,3,1453,48
gcc-65383,52,1387,982,2,736,25
gcc-71626,47,373,178,2,367,23
