target,token num,time,query number,iteration,gpt time,gpt query
clang-22382,73,2951,3014,5,2679,92
clang-22704,45,617,436,3,566,29
clang-23309,114,3790,2997,3,3027,56
clang-23353,60,711,738,2,564,25
clang-25900,97,1844,2376,3,1529,54
clang-26760,63,2553,2045,5,2102,79
clang-27747,88,1016,1657,2,707,26
gcc-61917,61,1444,1828,3,1212,49
gcc-65383,63,2417,1758,4,1603,59
gcc-71626,47,350,238,2,340,23
