target,token num,time,query number,iteration,gpt time,gpt query
clang-22382,75,3294,3170,4,3030,90
clang-22704,45,922,576,2,831,27
clang-23309,113,4557,3657,5,3471,102
clang-23353,75,929,987,2,816,31
clang-25900,91,2196,2795,4,1827,63
clang-26760,68,1046,1234,3,708,48
clang-27747,88,980,1490,2,669,26
gcc-61917,96,731,992,2,612,23
gcc-65383,63,1776,1235,3,1045,40
gcc-71626,40,354,270,2,341,27
